Date,Invoice_ID,Customer_ID,Customer_Age_Group,Gender,State,Product_Category,Product_Name,Season,Unit_Price,Quantity_Sold,Total_Sales,Payment_Method,Sales_Channel,Promo_Code_Used,Discount_Amount,Net_Sales
2/2/2025,INV100668,CUST9757,46-60,Male,Negeri Sembilan,Tops,Cotton Shirt,Merdeka,193.15,3,579.45,Cash,In-Store,Yes,35.37,544.08
4/1/2025,INV100669,CUST1525,46-60,Male,Penang,Bottoms,Batik Skirt,Hari Raya,71.09,2,142.18,E-Wallet (TnG),Online,No,0,142.18
1/30/2025,INV100670,CUST7039,18-25,Male,Sarawak,Footwear,Sneakers,Chinese New Year,198.13,2,396.26,E-Wallet (GrabPay),Instagram,Yes,22.5,373.76
4/16/2025,INV100671,CUST3128,26-35,Female,Perak,Footwear,Heels,Merdeka,123.52,3,370.56,Credit Card,Instagram,No,0,370.56
4/14/2025,INV100672,CUST1121,26-35,Female,Kuala Lumpur,Footwear,Sandals,Chinese New Year,114.65,5,573.25,E-Wallet (GrabPay),Instagram,No,0,573.25
10/22/2025,INV100673,CUST1640,18-25,Female,Negeri Sembilan,Accessories,Bangles,Normal,171.68,3,515.04,E-Wallet (GrabPay),In-Store,No,0,515.04
5/8/2025,INV100674,CUST3942,46-60,Female,Perak,Bottoms,Palazzo Pants,Merdeka,37.2,1,37.2,Credit Card,In-Store,No,0,37.2
11/18/2025,INV100675,CUST9810,36-45,Others,Kuala Lumpur,Bottoms,Slim Fit Jeans,Normal,94.03,5,470.15,Cash,Shopee,Yes,38.99,431.15999999999997
9/16/2025,INV100676,CUST6341,46-60,Female,Penang,Accessories,Handbag,Normal,111.09,4,444.36,Cash,Online,No,0,444.36
7/15/2025,INV100677,CUST6630,46-60,Male,Perak,Tops,Floral Blouse,Normal,65.11,2,130.22,E-Wallet (TnG),Instagram,No,0,130.22
8/25/2025,INV100678,CUST2117,18-25,Others,Johor,Footwear,Heels,Hari Raya,167.68,2,335.36,Credit Card,Online,Yes,12.98,322.38
3/5/2025,INV100679,CUST9759,46-60,Male,Kuala Lumpur,Tops,Linen Tunic,Normal,69.19,4,276.76,E-Wallet (TnG),In-Store,Yes,37.15,239.60999999999999
12/12/2025,INV100680,CUST9721,26-35,Female,Selangor,Hijabs,Printed Hijab,Year End,148.95,1,148.95,E-Wallet (GrabPay),Shopee,No,0,148.95
1/27/2025,INV100681,CUST1076,18-25,Female,Johor,Bottoms,Slim Fit Jeans,Chinese New Year,56,1,56,E-Wallet (GrabPay),Online,Yes,20.17,35.83
4/9/2025,INV100682,CUST2035,26-35,Male,Penang,Bottoms,Batik Skirt,Hari Raya,112.25,3,336.75,E-Wallet (TnG),In-Store,Yes,47.04,289.71
7/22/2025,INV100683,CUST8010,18-25,Male,Johor,Tops,Cotton Shirt,Normal,78.21,1,78.21,E-Wallet (GrabPay),Shopee,Yes,22.51,55.69999999999999
8/23/2025,INV100684,CUST4606,18-25,Others,Sabah,Hijabs,Cotton Hijab,New Year,32.12,2,64.24,E-Wallet (GrabPay),Shopee,No,0,64.24
2/22/2025,INV100685,CUST9784,26-35,Female,Kuala Lumpur,Hijabs,Cotton Hijab,Year End,145.34,2,290.68,E-Wallet (TnG),In-Store,No,0,290.68
12/8/2025,INV100686,CUST8899,18-25,Female,Selangor,Hijabs,Printed Hijab,Hari Raya,88.83,2,177.66,Cash,In-Store,Yes,32.74,144.92
3/5/2025,INV100687,CUST6060,26-35,Others,Perak,Bottoms,Palazzo Pants,Normal,34.29,2,68.58,E-Wallet (TnG),Instagram,No,0,68.58
4/14/2025,INV100688,CUST3484,46-60,Male,Selangor,Bottoms,Palazzo Pants,Merdeka,197.94,4,791.76,E-Wallet (TnG),In-Store,No,0,791.76
6/12/2025,INV100689,CUST1648,46-60,Others,Sabah,Tops,Floral Blouse,Normal,172.45,3,517.3499999999999,E-Wallet (TnG),In-Store,Yes,29.27,488.0799999999999
12/7/2025,INV100690,CUST5068,26-35,Others,Perak,Hijabs,Cotton Hijab,Chinese New Year,99.62,1,99.62,Cash,Instagram,Yes,47.91,51.71000000000001
1/27/2025,INV100691,CUST3318,26-35,Male,Kuala Lumpur,Bottoms,Palazzo Pants,Merdeka,169.62,2,339.24,Credit Card,Online,No,0,339.24
8/28/2025,INV100692,CUST6103,26-35,Others,Johor,Bottoms,Slim Fit Jeans,Chinese New Year,129.05,3,387.15000000000003,E-Wallet (TnG),Instagram,Yes,17.23,369.92
9/4/2025,INV100693,CUST2310,36-45,Female,Perak,Bottoms,Slim Fit Jeans,Normal,99.45,5,497.25,E-Wallet (GrabPay),In-Store,No,0,497.25
1/11/2025,INV100694,CUST7249,46-60,Male,Sabah,Hijabs,Printed Hijab,Chinese New Year,119.51,2,239.02,E-Wallet (TnG),Instagram,No,0,239.02
6/6/2025,INV100695,CUST8431,36-45,Female,Negeri Sembilan,Tops,Cotton Shirt,Normal,44.6,4,178.4,Credit Card,In-Store,Yes,5.19,173.21
9/14/2025,INV100696,CUST7131,46-60,Female,Perak,Footwear,Sandals,Normal,87.17,4,348.68,E-Wallet (TnG),Online,No,0,348.68
1/20/2025,INV100697,CUST3039,46-60,Others,Penang,Bottoms,Slim Fit Jeans,Ramadan,158.83,3,476.49,E-Wallet (GrabPay),Shopee,Yes,34.29,442.2
8/6/2025,INV100698,CUST5043,26-35,Female,Selangor,Accessories,Bangles,Year End,141.76,2,283.52,E-Wallet (TnG),Instagram,Yes,16.44,267.08
11/5/2025,INV100699,CUST3644,18-25,Male,Kuala Lumpur,Footwear,Sneakers,Normal,147.09,1,147.09,Credit Card,Instagram,Yes,42.34,104.75
5/10/2025,INV100700,CUST5951,46-60,Others,Sabah,Footwear,Sandals,New Year,39.67,5,198.35000000000002,E-Wallet (TnG),In-Store,No,0,198.35000000000002
4/18/2025,INV100701,CUST7520,36-45,Male,Penang,Footwear,Heels,New Year,32.57,4,130.28,E-Wallet (GrabPay),Shopee,No,0,130.28
3/29/2025,INV100702,CUST3890,36-45,Male,Penang,Bottoms,Slim Fit Jeans,Normal,52.76,1,52.76,E-Wallet (GrabPay),In-Store,Yes,14.04,38.72
4/4/2025,INV100703,CUST4143,36-45,Female,Negeri Sembilan,Hijabs,Silk Hijab,Year End,49.9,3,149.7,Cash,Instagram,Yes,17.45,132.25
6/25/2025,INV100704,CUST1486,26-35,Female,Negeri Sembilan,Tops,Floral Blouse,Normal,30.99,1,30.99,Cash,Online,Yes,28.51,2.479999999999997
1/4/2025,INV100705,CUST7154,36-45,Female,Negeri Sembilan,Accessories,Bangles,Hari Raya,80.58,3,241.74,E-Wallet (TnG),In-Store,No,0,241.74
12/7/2025,INV100706,CUST7528,46-60,Others,Selangor,Accessories,Scarf,New Year,20.56,4,82.24,Credit Card,Online,Yes,44.11,38.129999999999995
5/24/2025,INV100707,CUST5072,36-45,Female,Negeri Sembilan,Hijabs,Cotton Hijab,Year End,53.83,3,161.49,Cash,Shopee,Yes,48.63,112.86000000000001
6/16/2025,INV100708,CUST8279,26-35,Others,Negeri Sembilan,Footwear,Sandals,Normal,130.27,1,130.27,E-Wallet (TnG),Instagram,No,0,130.27
12/4/2025,INV100709,CUST2645,46-60,Female,Johor,Bottoms,Palazzo Pants,Merdeka,161.28,5,806.4,Cash,In-Store,No,0,806.4
2/14/2025,INV100710,CUST5937,46-60,Male,Negeri Sembilan,Tops,Cotton Shirt,Year End,117.32,2,234.64,Credit Card,In-Store,Yes,9.75,224.89
1/15/2025,INV100711,CUST3625,36-45,Female,Sabah,Bottoms,Palazzo Pants,Ramadan,139.87,1,139.87,Credit Card,Instagram,Yes,40.8,99.07000000000001
6/20/2025,INV100712,CUST4666,18-25,Others,Sarawak,Footwear,Sandals,Normal,153.73,4,614.92,E-Wallet (GrabPay),In-Store,Yes,16.66,598.26
5/29/2025,INV100713,CUST2436,18-25,Male,Sarawak,Hijabs,Silk Hijab,Year End,189.56,5,947.8,E-Wallet (TnG),In-Store,No,0,947.8
7/14/2025,INV100714,CUST1027,36-45,Male,Johor,Footwear,Sneakers,Normal,77.54,3,232.62,Credit Card,In-Store,Yes,22.79,209.83
10/3/2025,INV100715,CUST8546,36-45,Male,Sabah,Bottoms,Slim Fit Jeans,Normal,142.4,2,284.8,E-Wallet (TnG),In-Store,Yes,31.95,252.85000000000002
6/8/2025,INV100716,CUST9230,18-25,Female,Negeri Sembilan,Bottoms,Slim Fit Jeans,Normal,72.47,4,289.88,Cash,Shopee,Yes,42.25,247.63
4/18/2025,INV100717,CUST4687,18-25,Male,Negeri Sembilan,Footwear,Sneakers,Year End,184.23,2,368.46,Cash,Instagram,No,0,368.46
8/5/2025,INV100718,CUST8756,36-45,Female,Perak,Tops,Linen Tunic,Year End,70.95,2,141.9,E-Wallet (GrabPay),Online,Yes,19.55,122.35000000000001
10/25/2025,INV100719,CUST1886,36-45,Female,Penang,Hijabs,Silk Hijab,Normal,99.54,4,398.16,E-Wallet (TnG),In-Store,Yes,14.82,383.34000000000003
4/11/2025,INV100720,CUST1149,36-45,Others,Kuala Lumpur,Bottoms,Slim Fit Jeans,Hari Raya,142.3,2,284.6,Cash,Online,No,0,284.6
8/31/2025,INV100721,CUST3943,18-25,Male,Sarawak,Hijabs,Cotton Hijab,Chinese New Year,132.86,4,531.44,Credit Card,Online,Yes,15.84,515.6
9/8/2025,INV100722,CUST5959,26-35,Others,Perak,Tops,Cotton Shirt,Normal,175.68,4,702.72,E-Wallet (TnG),Instagram,No,0,702.72
1/6/2025,INV100723,CUST2966,18-25,Male,Kuala Lumpur,Footwear,Sandals,Year End,183.53,2,367.06,Cash,Instagram,No,0,367.06
12/22/2025,INV100724,CUST2549,26-35,Female,Negeri Sembilan,Footwear,Sneakers,Merdeka,42.54,3,127.62,Cash,In-Store,No,0,127.62
12/25/2025,INV100725,CUST1323,46-60,Others,Negeri Sembilan,Tops,Linen Tunic,Merdeka,117.02,1,117.02,Credit Card,Online,Yes,43.79,73.22999999999999
12/22/2025,INV100726,CUST3948,18-25,Others,Negeri Sembilan,Accessories,Handbag,New Year,43.19,2,86.38,Credit Card,Online,No,0,86.38
1/18/2025,INV100727,CUST2386,18-25,Others,Sabah,Accessories,Bangles,Chinese New Year,96.15,1,96.15,Credit Card,Shopee,Yes,47.58,48.57000000000001
9/23/2025,INV100728,CUST5807,46-60,Male,Negeri Sembilan,Accessories,Bangles,Normal,183.94,3,551.8199999999999,Credit Card,Online,Yes,15.67,536.15
4/7/2025,INV100729,CUST3321,36-45,Male,Penang,Hijabs,Printed Hijab,Chinese New Year,126.52,3,379.56,Credit Card,Instagram,Yes,29.74,349.82
5/14/2025,INV100730,CUST7255,26-35,Female,Negeri Sembilan,Tops,Cotton Shirt,Year End,96.56,2,193.12,Credit Card,Online,No,0,193.12
11/21/2025,INV100731,CUST4156,36-45,Others,Penang,Footwear,Heels,Normal,76.94,4,307.76,E-Wallet (GrabPay),Online,Yes,8.49,299.27
3/5/2025,INV100732,CUST9707,18-25,Others,Perak,Tops,Cotton Shirt,Normal,135.23,3,405.68999999999994,E-Wallet (TnG),Shopee,Yes,44.1,361.5899999999999
4/26/2025,INV100733,CUST5483,18-25,Male,Perak,Bottoms,Slim Fit Jeans,New Year,160.89,1,160.89,Credit Card,Shopee,No,0,160.89
2/18/2025,INV100734,CUST9666,36-45,Others,Sabah,Hijabs,Cotton Hijab,Merdeka,37.83,1,37.83,Credit Card,Shopee,No,0,37.83
4/3/2025,INV100735,CUST6655,46-60,Female,Penang,Accessories,Handbag,Year End,112.44,2,224.88,Credit Card,In-Store,No,0,224.88
10/18/2025,INV100736,CUST5380,18-25,Others,Sarawak,Bottoms,Palazzo Pants,Normal,129.57,4,518.28,Credit Card,Instagram,No,0,518.28
8/28/2025,INV100737,CUST9228,36-45,Female,Perak,Hijabs,Printed Hijab,Chinese New Year,74.93,1,74.93,E-Wallet (TnG),Instagram,No,0,74.93
2/16/2025,INV100738,CUST2302,18-25,Others,Johor,Tops,Floral Blouse,Merdeka,30.33,3,90.99,E-Wallet (GrabPay),Online,No,0,90.99
12/13/2025,INV100739,CUST9334,26-35,Female,Negeri Sembilan,Hijabs,Printed Hijab,Year End,179.85,1,179.85,E-Wallet (GrabPay),Online,Yes,45.99,133.85999999999999
1/4/2025,INV100740,CUST7962,36-45,Male,Selangor,Hijabs,Cotton Hijab,Chinese New Year,141.41,5,707.05,Credit Card,In-Store,Yes,21.52,685.53
3/10/2025,INV100741,CUST9416,36-45,Male,Perak,Footwear,Sneakers,Normal,50.69,1,50.69,E-Wallet (TnG),In-Store,Yes,18.05,32.64
9/5/2025,INV100742,CUST5809,36-45,Male,Selangor,Hijabs,Cotton Hijab,Normal,59.14,3,177.42000000000002,Cash,Instagram,No,0,177.42000000000002
1/30/2025,INV100743,CUST6828,18-25,Others,Negeri Sembilan,Accessories,Scarf,Ramadan,39.29,3,117.87,Credit Card,Instagram,No,0,117.87
1/5/2025,INV100744,CUST2660,46-60,Female,Johor,Tops,Linen Tunic,Merdeka,181.73,4,726.92,Cash,Instagram,Yes,12,714.92
12/3/2025,INV100745,CUST5098,26-35,Female,Perak,Accessories,Scarf,Ramadan,97.1,2,194.2,E-Wallet (TnG),Online,No,0,194.2
12/3/2025,INV100746,CUST8198,26-35,Male,Sarawak,Footwear,Heels,Ramadan,179.04,2,358.08,Cash,In-Store,No,0,358.08
1/21/2025,INV100747,CUST3190,46-60,Female,Sarawak,Tops,Floral Blouse,Year End,55.82,4,223.28,E-Wallet (TnG),Online,No,0,223.28
9/8/2025,INV100748,CUST9119,26-35,Female,Perak,Hijabs,Printed Hijab,Normal,186.24,4,744.96,Credit Card,Online,Yes,40.67,704.2900000000001
3/6/2025,INV100749,CUST3548,36-45,Others,Selangor,Bottoms,Batik Skirt,Normal,142.1,3,426.29999999999995,E-Wallet (GrabPay),Online,No,0,426.29999999999995
9/3/2025,INV100750,CUST5742,36-45,Female,Kuala Lumpur,Footwear,Heels,Normal,131.17,5,655.8499999999999,Credit Card,In-Store,No,0,655.8499999999999
2/28/2025,INV100751,CUST5317,26-35,Others,Perak,Bottoms,Slim Fit Jeans,Year End,160.89,1,160.89,Credit Card,In-Store,Yes,15.32,145.57
3/9/2025,INV100752,CUST7574,18-25,Female,Johor,Bottoms,Slim Fit Jeans,Normal,23.18,2,46.36,Cash,Online,No,0,46.36
7/28/2025,INV100753,CUST9601,36-45,Others,Johor,Bottoms,Slim Fit Jeans,Normal,96.69,1,96.69,E-Wallet (GrabPay),Online,No,0,96.69
2/26/2025,INV100754,CUST5411,36-45,Female,Sarawak,Footwear,Heels,Ramadan,181.12,2,362.24,Cash,Online,Yes,34.72,327.52
6/14/2025,INV100755,CUST4473,36-45,Female,Sabah,Hijabs,Silk Hijab,Normal,97.56,3,292.68,E-Wallet (GrabPay),Shopee,No,0,292.68
6/5/2025,INV100756,CUST2827,18-25,Others,Selangor,Hijabs,Silk Hijab,Normal,79.62,3,238.86,E-Wallet (TnG),In-Store,No,0,238.86
4/18/2025,INV100757,CUST7292,18-25,Male,Penang,Hijabs,Silk Hijab,New Year,125.58,2,251.16,Credit Card,Instagram,Yes,8.37,242.79
10/7/2025,INV100758,CUST6618,36-45,Others,Negeri Sembilan,Bottoms,Palazzo Pants,Normal,149.74,1,149.74,Credit Card,In-Store,No,0,149.74
10/9/2025,INV100759,CUST5137,36-45,Female,Negeri Sembilan,Tops,Cotton Shirt,Normal,32.19,4,128.76,Cash,In-Store,No,0,128.76
12/23/2025,INV100760,CUST3112,36-45,Male,Selangor,Bottoms,Palazzo Pants,Hari Raya,109.1,5,545.5,Cash,In-Store,No,0,545.5
9/18/2025,INV100761,CUST7293,46-60,Female,Sabah,Bottoms,Batik Skirt,Normal,20.65,5,103.25,Credit Card,Online,No,0,103.25
9/15/2025,INV100762,CUST9602,36-45,Female,Johor,Accessories,Bangles,Normal,68.33,1,68.33,Credit Card,In-Store,Yes,29.01,39.31999999999999
5/30/2025,INV100763,CUST1640,26-35,Female,Penang,Accessories,Handbag,Year End,196.4,2,392.8,Cash,Online,No,0,392.8
11/20/2025,INV100764,CUST7047,36-45,Male,Sabah,Bottoms,Slim Fit Jeans,Normal,181.7,3,545.0999999999999,E-Wallet (TnG),Online,Yes,42.08,503.0199999999999
4/23/2025,INV100765,CUST5582,26-35,Female,Selangor,Hijabs,Printed Hijab,Merdeka,39.16,4,156.64,E-Wallet (TnG),In-Store,No,0,156.64
4/23/2025,INV100766,CUST6312,36-45,Male,Perak,Bottoms,Slim Fit Jeans,Chinese New Year,151.37,4,605.48,E-Wallet (TnG),In-Store,No,0,605.48
2/17/2025,INV100767,CUST9125,26-35,Female,Penang,Bottoms,Batik Skirt,Merdeka,108.29,2,216.58,E-Wallet (TnG),Online,No,0,216.58
3/25/2025,INV100768,CUST3911,46-60,Others,Johor,Tops,Floral Blouse,Normal,32.97,2,65.94,E-Wallet (GrabPay),Instagram,Yes,37.59,28.349999999999994
3/12/2025,INV100769,CUST1193,18-25,Female,Perak,Tops,Floral Blouse,Normal,168.78,1,168.78,Credit Card,In-Store,Yes,17.04,151.74
11/18/2025,INV100770,CUST1221,18-25,Male,Sarawak,Tops,Floral Blouse,Normal,45.06,5,225.3,E-Wallet (GrabPay),In-Store,No,0,225.3
6/19/2025,INV100771,CUST8846,26-35,Male,Selangor,Hijabs,Printed Hijab,Normal,68.14,5,340.7,Cash,Online,Yes,9.63,331.07
6/1/2025,INV100772,CUST2680,46-60,Male,Selangor,Bottoms,Batik Skirt,Normal,60.8,4,243.2,Credit Card,Shopee,No,0,243.2
4/26/2025,INV100773,CUST7303,18-25,Female,Penang,Tops,Floral Blouse,New Year,192.16,3,576.48,E-Wallet (TnG),Online,No,0,576.48
3/2/2025,INV100774,CUST6906,18-25,Male,Penang,Bottoms,Slim Fit Jeans,Normal,115.49,5,577.4499999999999,Credit Card,Instagram,Yes,45.19,532.26
12/18/2025,INV100775,CUST5940,36-45,Female,Kuala Lumpur,Accessories,Scarf,Year End,86.44,3,259.32,Cash,Online,Yes,40,219.32
3/17/2025,INV100776,CUST6247,26-35,Female,Negeri Sembilan,Footwear,Heels,Normal,40.37,4,161.48,E-Wallet (TnG),In-Store,Yes,19.54,141.94
3/7/2025,INV100777,CUST3979,46-60,Female,Sarawak,Footwear,Sneakers,Normal,106.63,4,426.52,E-Wallet (TnG),In-Store,Yes,22.24,404.28
10/9/2025,INV100778,CUST9144,46-60,Others,Johor,Footwear,Heels,Normal,124.57,4,498.28,Credit Card,Online,Yes,21.28,477
4/15/2025,INV100779,CUST1281,36-45,Others,Negeri Sembilan,Bottoms,Batik Skirt,New Year,184.05,3,552.1500000000001,Credit Card,Shopee,No,0,552.1500000000001
3/15/2025,INV100780,CUST7898,26-35,Male,Johor,Tops,Linen Tunic,Normal,44.8,2,89.6,E-Wallet (GrabPay),Online,No,0,89.6
7/10/2025,INV100781,CUST1886,18-25,Others,Kuala Lumpur,Footwear,Sandals,Normal,176.69,1,176.69,Credit Card,Shopee,Yes,8.55,168.14
2/9/2025,INV100782,CUST1204,46-60,Male,Penang,Footwear,Sandals,Chinese New Year,154.66,3,463.98,E-Wallet (GrabPay),Instagram,No,0,463.98
8/16/2025,INV100783,CUST1216,36-45,Male,Penang,Tops,Linen Tunic,New Year,128.75,2,257.5,Credit Card,Online,No,0,257.5
8/5/2025,INV100784,CUST8443,36-45,Others,Sabah,Bottoms,Slim Fit Jeans,Chinese New Year,68.93,1,68.93,E-Wallet (GrabPay),In-Store,Yes,23.02,45.91000000000001
1/29/2025,INV100785,CUST4586,46-60,Male,Kuala Lumpur,Footwear,Sneakers,Ramadan,137.49,4,549.96,E-Wallet (GrabPay),In-Store,Yes,41.15,508.81000000000006
11/28/2025,INV100786,CUST7950,26-35,Female,Kuala Lumpur,Tops,Floral Blouse,Normal,85.29,3,255.87,Cash,In-Store,No,0,255.87
3/25/2025,INV100787,CUST9873,18-25,Male,Johor,Hijabs,Silk Hijab,Normal,156.17,3,468.51,Credit Card,In-Store,Yes,15.82,452.69
2/13/2025,INV100788,CUST1735,46-60,Male,Selangor,Accessories,Handbag,Ramadan,21.53,3,64.59,E-Wallet (TnG),Instagram,Yes,19.15,45.440000000000005
7/20/2025,INV100789,CUST6830,26-35,Others,Kuala Lumpur,Accessories,Scarf,Normal,181.37,5,906.85,Cash,In-Store,Yes,31.42,875.4300000000001
7/15/2025,INV100790,CUST8814,18-25,Female,Penang,Bottoms,Palazzo Pants,Normal,103.36,1,103.36,Credit Card,In-Store,Yes,39.6,63.76
3/24/2025,INV100791,CUST9218,36-45,Female,Penang,Accessories,Scarf,Normal,84.86,4,339.44,Cash,Instagram,Yes,14.4,325.04
11/9/2025,INV100792,CUST2228,26-35,Others,Negeri Sembilan,Tops,Floral Blouse,Normal,45.67,3,137.01,Cash,Instagram,Yes,25.47,111.53999999999999
3/28/2025,INV100793,CUST5843,26-35,Male,Sabah,Hijabs,Cotton Hijab,Normal,83.61,1,83.61,Credit Card,Instagram,No,0,83.61
8/31/2025,INV100794,CUST5194,46-60,Others,Penang,Tops,Linen Tunic,Hari Raya,27.13,3,81.39,E-Wallet (GrabPay),Instagram,Yes,24.84,56.55
9/20/2025,INV100795,CUST6138,36-45,Male,Perak,Hijabs,Cotton Hijab,Normal,67.31,1,67.31,Cash,In-Store,Yes,11.96,55.35
2/23/2025,INV100796,CUST5762,46-60,Male,Perak,Tops,Floral Blouse,Hari Raya,177.35,1,177.35,E-Wallet (TnG),Instagram,No,0,177.35
11/25/2025,INV100797,CUST9767,46-60,Male,Kuala Lumpur,Bottoms,Palazzo Pants,Normal,39.5,4,158,E-Wallet (GrabPay),In-Store,No,0,158
6/18/2025,INV100798,CUST2056,36-45,Female,Negeri Sembilan,Bottoms,Palazzo Pants,Normal,153.43,1,153.43,E-Wallet (TnG),Instagram,Yes,29.53,123.9
8/29/2025,INV100799,CUST3384,26-35,Female,Selangor,Hijabs,Cotton Hijab,New Year,188.56,3,565.6800000000001,E-Wallet (GrabPay),Instagram,Yes,7.43,558.2500000000001
1/12/2025,INV100800,CUST7929,36-45,Female,Penang,Tops,Floral Blouse,New Year,69.3,1,69.3,E-Wallet (TnG),Instagram,No,0,69.3
9/26/2025,INV100801,CUST4507,36-45,Male,Selangor,Tops,Cotton Shirt,Normal,81.56,3,244.68,Credit Card,In-Store,No,0,244.68
8/3/2025,INV100802,CUST8890,46-60,Others,Penang,Footwear,Sneakers,Year End,122.66,1,122.66,Credit Card,Online,Yes,19.57,103.09
6/12/2025,INV100803,CUST1232,26-35,Female,Penang,Footwear,Sneakers,Normal,40.45,4,161.8,E-Wallet (TnG),Online,No,0,161.8
3/6/2025,INV100804,CUST8361,18-25,Male,Johor,Bottoms,Slim Fit Jeans,Normal,145.36,2,290.72,E-Wallet (GrabPay),In-Store,No,0,290.72
4/18/2025,INV100805,CUST4131,18-25,Female,Sarawak,Tops,Cotton Shirt,Ramadan,110.38,1,110.38,E-Wallet (GrabPay),Instagram,No,0,110.38
7/30/2025,INV100806,CUST6762,36-45,Others,Perak,Hijabs,Cotton Hijab,Normal,40.41,2,80.82,E-Wallet (GrabPay),Instagram,No,0,80.82
4/1/2025,INV100807,CUST3664,46-60,Female,Sabah,Footwear,Sandals,Ramadan,146.38,1,146.38,Cash,Online,Yes,34.23,112.15
11/12/2025,INV100808,CUST7738,18-25,Female,Kuala Lumpur,Footwear,Sandals,Normal,124.62,1,124.62,E-Wallet (TnG),Instagram,Yes,15.03,109.59
8/21/2025,INV100809,CUST7243,18-25,Male,Negeri Sembilan,Tops,Cotton Shirt,Hari Raya,94.33,4,377.32,Cash,Shopee,Yes,27.84,349.48
5/18/2025,INV100810,CUST5333,36-45,Female,Johor,Tops,Cotton Shirt,New Year,22.8,2,45.6,E-Wallet (TnG),Shopee,No,0,45.6
3/29/2025,INV100811,CUST8045,26-35,Others,Perak,Bottoms,Palazzo Pants,Normal,136,1,136,E-Wallet (GrabPay),In-Store,No,0,136
3/30/2025,INV100812,CUST7604,36-45,Others,Penang,Footwear,Heels,Normal,37.92,2,75.84,Cash,Instagram,No,0,75.84
10/11/2025,INV100813,CUST3605,36-45,Male,Kuala Lumpur,Tops,Floral Blouse,Normal,98.74,5,493.7,Credit Card,Online,Yes,30.73,462.96999999999997
1/13/2025,INV100814,CUST3138,46-60,Others,Sarawak,Bottoms,Batik Skirt,Year End,181.62,3,544.86,Credit Card,In-Store,No,0,544.86
5/14/2025,INV100815,CUST1847,36-45,Male,Penang,Tops,Linen Tunic,Merdeka,176.05,1,176.05,E-Wallet (GrabPay),Online,Yes,11.38,164.67000000000002
5/15/2025,INV100816,CUST3959,18-25,Male,Negeri Sembilan,Accessories,Handbag,Hari Raya,38.12,1,38.12,E-Wallet (GrabPay),Online,No,0,38.12
11/17/2025,INV100817,CUST2250,26-35,Others,Perak,Footwear,Sneakers,Normal,134.04,4,536.16,Credit Card,In-Store,No,0,536.16
1/6/2025,INV100818,CUST3927,18-25,Male,Sarawak,Accessories,Scarf,Merdeka,128,1,128,Credit Card,Shopee,Yes,13.68,114.32
1/16/2025,INV100819,CUST9781,18-25,Others,Penang,Bottoms,Slim Fit Jeans,New Year,181.74,1,181.74,E-Wallet (TnG),In-Store,Yes,8.75,172.99
12/21/2025,INV100820,CUST3073,36-45,Female,Negeri Sembilan,Bottoms,Batik Skirt,Ramadan,147.46,3,442.38,E-Wallet (GrabPay),Instagram,No,0,442.38
9/20/2025,INV100821,CUST7552,26-35,Female,Penang,Bottoms,Palazzo Pants,Normal,172.29,3,516.87,E-Wallet (GrabPay),Online,No,0,516.87
3/26/2025,INV100822,CUST4372,46-60,Female,Negeri Sembilan,Footwear,Sandals,Normal,154.47,3,463.40999999999997,Cash,Instagram,No,0,463.40999999999997
4/13/2025,INV100823,CUST6782,36-45,Others,Kuala Lumpur,Footwear,Heels,New Year,192.46,3,577.38,E-Wallet (GrabPay),Shopee,No,0,577.38
7/23/2025,INV100824,CUST1490,18-25,Male,Sarawak,Footwear,Heels,Normal,84.39,1,84.39,Credit Card,Shopee,No,0,84.39
3/16/2025,INV100825,CUST6151,18-25,Male,Sarawak,Tops,Linen Tunic,Normal,79.2,4,316.8,E-Wallet (TnG),In-Store,Yes,22.35,294.45
11/5/2025,INV100826,CUST4476,26-35,Male,Sabah,Hijabs,Printed Hijab,Normal,33.47,4,133.88,E-Wallet (GrabPay),Shopee,No,0,133.88
4/12/2025,INV100827,CUST4229,18-25,Female,Negeri Sembilan,Tops,Cotton Shirt,Hari Raya,41.47,4,165.88,Credit Card,Shopee,No,0,165.88
5/2/2025,INV100828,CUST1348,36-45,Male,Selangor,Footwear,Sneakers,Chinese New Year,171.5,4,686,Cash,Online,No,0,686
11/27/2025,INV100829,CUST1266,18-25,Female,Kuala Lumpur,Footwear,Sandals,Normal,74.18,3,222.54000000000002,E-Wallet (TnG),Instagram,Yes,30.04,192.50000000000003
6/10/2025,INV100830,CUST9090,18-25,Female,Sabah,Footwear,Sneakers,Normal,172.76,1,172.76,E-Wallet (TnG),Online,Yes,15.08,157.67999999999998
1/6/2025,INV100831,CUST3273,18-25,Female,Perak,Bottoms,Batik Skirt,New Year,54.41,3,163.23,Cash,Online,No,0,163.23
1/23/2025,INV100832,CUST2815,18-25,Female,Kuala Lumpur,Accessories,Scarf,Year End,130.3,4,521.2,E-Wallet (TnG),In-Store,Yes,31.26,489.94000000000005
3/3/2025,INV100833,CUST3069,36-45,Male,Perak,Footwear,Sandals,Normal,42.03,5,210.15,Credit Card,Instagram,No,0,210.15
5/24/2025,INV100834,CUST6274,46-60,Male,Kuala Lumpur,Accessories,Scarf,Year End,34.9,5,174.5,Credit Card,In-Store,Yes,8.38,166.12
